recency,frequency,monetary
138,3,119.29
115,2,110.6
30,4,408.48
463,2,105.71
414,3,119.69
470,1,28.77
470,1,11.77
470,1,14.99
470,1,16.36
470,1,15.36
47,2,63.86
470,1,30.99
435,2,98.37
244,2,53.99
470,1,117.54
470,1,9.99
470,1,89.59
6,3,266.28
241,1,29.48
468,1,14.37
470,1,57.05
470,1,21.98
470,1,13.97
470,1,11.99
470,1,11.99
469,1,28.13
467,3,148.23
470,1,28.74
470,1,59.99
32,1,42.2
470,1,14.96
470,1,10.97
32,3,106.17
367,1,26.36
399,1,37.9
410,2,65.45
14,2,37.95
21,3,117.37
470,1,11.77
365,2,117.08
470,1,14.79
470,1,23.98
470,1,34.99
470,1,9.97
470,1,34.31
470,1,18.99
357,1,34.71
449,2,68.01
470,1,14.96
470,1,5.78
134,3,89.44
335,2,65.0
470,1,14.96
470,1,62.85
165,3,112.2
470,1,47.15
117,5,549.61
470,1,26.73
183,2,116.48
26,2,192.61
470,1,19.77
53,2,56.23
470,1,17.36
103,2,103.61
417,2,33.53
470,1,11.77
470,1,24.94
403,4,222.25
470,1,78.85
470,1,11.77
470,1,71.83
470,1,24.54
339,1,172.38
470,1,14.96
470,1,14.99
414,2,43.3
470,1,15.36
105,2,61.38
470,1,66.83
470,1,15.76
62,3,248.39
470,1,15.99
168,2,51.72
153,1,23.76
469,1,16.77
470,1,14.37
445,2,71.27
470,1,17.9
271,1,52.24
469,1,11.77
470,1,12.78
233,7,1516.32
43,1,51.46
422,2,302.19
470,1,31.97
470,1,13.97
338,2,35.96
470,1,14.96
470,1,28.76
470,1,14.37
44,1,81.43
465,1,33.37
470,1,14.37
470,1,25.96
412,1,57.05
470,1,11.77
106,4,320.49
470,1,102.99
470,1,11.77
470,1,11.77
106,1,116.92
470,1,40.95
32,2,285.59
470,1,13.97
470,1,15.36
470,1,31.77
470,1,24.99
469,1,55.5
120,2,47.72
103,4,254.84
470,1,27.77
272,1,46.16
447,2,42.93
470,1,12.97
6,3,192.53
470,1,14.96
470,1,6.79
112,2,95.98
301,1,24.24
470,1,18.95
70,4,363.27
420,1,46.98
470,1,14.96
59,2,159.28
470,1,11.77
470,1,11.77
236,2,61.51
470,1,13.97
124,1,28.54
470,1,29.52
470,1,123.7
233,3,87.85
245,3,117.17
463,2,88.87
470,1,14.37
209,2,60.24
36,5,443.17
469,1,11.77
470,1,14.37
470,1,11.77
55,2,47.77
470,1,42.32
470,1,10.97
470,1,15.36
470,1,12.77
111,4,387.71
364,2,101.62
470,1,26.77
351,2,75.7
470,1,35.98
166,2,41.21
40,2,84.35
470,1,37.91
470,1,12.77
470,1,17.99
157,2,100.36
470,1,12.97
132,1,15.78
134,1,27.95
470,1,12.49
356,2,56.28
62,2,179.42
470,1,15.76
470,1,23.94
470,1,16.36
470,1,40.11
470,1,33.31
470,1,9.97
470,1,11.77
432,2,37.33
31,4,536.66
470,1,59.99
255,3,114.85
470,1,24.98
403,1,35.2
470,1,14.37
470,1,11.77
142,4,183.67
470,1,11.77
143,2,91.07
106,5,365.58
470,1,25.94
470,1,11.77
102,2,159.26
389,2,62.21
407,1,28.93
462,1,37.91
243,1,19.76
3,5,292.58
470,1,20.99
19,3,277.7
470,1,11.77
102,3,119.34
183,3,107.78
470,1,11.77
394,2,38.7
364,2,116.1
13,4,326.75
470,1,10.97
162,2,95.82
469,1,77.82
470,1,24.98
104,8,2031.06
469,1,58.46
115,3,140.54
469,1,21.76
469,1,31.76
469,1,27.74
469,1,21.99
99,3,313.41
15,9,2350.5
89,2,77.14
469,1,14.99
217,3,145.95
128,2,118.96
469,1,22.73
95,2,68.24
96,2,104.27
434,2,40.53
388,4,297.71
119,2,220.32
469,1,58.89
469,1,15.96
469,1,32.27
469,1,56.0
469,1,31.26
23,1,74.67
469,1,38.71
469,1,14.37
376,2,56.52
101,3,159.33
469,1,21.99
469,1,24.99
22,1,113.89
111,2,71.02
469,1,23.73
469,1,18.99
469,1,24.74
469,1,203.07
469,1,15.76
469,1,46.28
375,2,263.63
469,1,54.27
469,1,15.36
467,2,44.29
469,1,14.37
10,8,885.14
341,3,162.45
469,1,18.99
454,2,55.86
469,1,49.1
469,1,12.77
408,2,63.25
469,1,67.85
167,4,184.67
28,12,3319.83
248,2,75.92
469,1,15.36
320,3,132.77
285,1,82.47
461,2,41.64
469,1,49.68
469,1,20.7
4,2,111.65
469,1,156.49
18,3,155.78
469,1,25.77
467,1,11.77
469,1,39.98
469,1,32.52
469,1,19.99
469,1,15.36
469,1,99.21
427,4,355.79
154,2,68.23
63,3,319.43
469,1,42.27
79,5,576.23
469,1,11.77
278,2,123.02
86,1,26.26
102,6,366.26
469,1,51.92
467,1,13.55
14,3,212.66
469,1,27.73
1,5,749.87
469,1,33.12
74,1,116.07
469,1,4.79
442,1,118.95
469,1,15.99
469,1,17.55
469,1,44.7
469,1,26.73
402,1,29.94
469,1,10.77
105,4,377.11
410,3,93.04
218,3,197.08
469,1,32.29
469,1,11.77
457,1,35.36
469,1,31.72
469,1,25.37
18,3,212.02
469,1,12.79
276,3,484.58
469,1,9.77
469,1,11.77
218,1,29.35
469,1,14.79
328,2,104.07
104,3,91.68
424,1,26.14
464,1,60.3
121,3,146.31
468,1,30.72
469,1,37.84
460,2,38.72
40,2,216.62
469,1,9.98
421,4,205.22
469,1,45.48
404,2,70.22
469,1,26.73
16,3,116.08
469,1,23.98
469,1,6.77
221,2,149.66
198,1,68.72
469,1,14.96
27,5,278.25
153,4,505.19
469,1,145.43
434,2,57.48
464,1,77.0
353,4,136.67
81,1,33.26
237,2,61.53
444,1,57.46
43,2,32.23
124,3,105.76
110,1,98.84
340,2,114.71
469,1,11.77
469,1,13.77
469,1,66.06
469,1,23.54
99,1,54.0
191,4,447.41
469,1,67.62
322,4,240.59
39,2,262.12
1,5,840.92
308,1,114.72
173,3,102.33
469,1,15.36
466,1,25.74
47,2,77.59
469,1,15.36
421,2,77.46
60,3,122.06
34,4,640.85
433,3,82.84
469,1,25.77
251,1,27.36
422,1,29.92
469,1,12.77
170,1,76.11
469,1,42.98
469,1,45.69
94,2,31.15
29,1,93.79
50,3,148.13
469,1,14.96
469,1,104.21
109,2,71.43
469,1,21.97
469,1,16.7
459,1,29.33
469,1,95.97
462,1,26.74
440,1,30.95
469,1,23.77
469,1,15.36
469,1,14.37
312,2,54.95
81,5,217.75
469,1,37.96
469,1,39.98
469,1,29.93
469,1,19.58
145,1,25.46
41,5,408.29
469,1,16.75
449,1,27.94
469,1,14.37
469,1,77.44
209,2,165.5
469,1,12.77
115,3,232.4
469,1,22.94
101,2,138.65
469,1,13.97
469,1,12.97
307,2,117.93
112,3,249.19
15,4,489.7
58,2,230.45
469,1,14.96
297,1,175.74
294,2,197.67
279,2,111.8
469,1,10.77
469,1,10.77
30,3,320.95
469,1,28.33
141,1,30.36
469,1,9.98
469,1,31.76
94,2,372.19
469,1,4.79
153,4,416.69
469,1,13.97
101,2,39.13
469,1,94.02
204,1,105.14
113,1,55.29
353,3,107.97
469,1,53.74
397,2,144.47
469,1,15.36
469,1,10.77
469,1,11.77
469,1,15.99
265,2,162.61
5,1,77.58
12,8,1428.42
159,2,62.2
469,1,13.97
431,2,33.51
469,1,12.9
102,2,204.13
469,1,13.97
469,1,49.99
469,1,36.31
469,1,12.97
469,1,23.74
289,4,285.42
31,5,738.15
155,4,124.07
469,1,10.99
469,1,35.77
469,1,30.92
188,1,61.46
469,1,11.77
469,1,29.73
469,1,21.54
469,1,15.36
19,1,50.84
468,1,37.74
442,2,62.89
468,1,32.72
468,1,38.51
468,1,11.97
5,11,2982.8
468,1,11.99
468,1,41.1
468,1,44.31
100,2,122.13
468,1,12.49
125,3,235.58
468,1,28.74
468,1,27.74
416,2,80.04
468,1,16.36
468,1,8.97
54,4,195.77
59,2,135.38
465,1,14.99
468,1,64.27
468,1,15.36
468,1,5.99
468,1,15.3
331,2,70.46
468,1,11.77
467,2,104.46
468,1,63.85
334,2,115.27
468,1,11.77
434,3,364.92
468,1,74.07
239,4,457.17
468,1,13.97
456,2,64.94
234,2,279.59
93,2,43.02
468,1,38.06
468,1,9.77
218,4,152.67
160,3,212.08
468,1,43.3
468,1,44.88
468,1,26.14
466,1,30.32
136,3,329.64
331,2,61.11
468,1,32.31
429,1,90.84
407,2,154.03
468,1,100.44
238,2,71.07
468,1,19.99
468,1,15.36
320,1,32.44
468,1,50.27
466,1,12.77
264,2,121.45
370,2,142.27
468,1,13.99
468,1,14.96
280,3,151.76
468,1,37.9
145,2,127.49
106,5,348.91
468,1,15.36
468,1,13.97
468,1,9.98
10,7,1246.27
468,1,76.51
468,1,35.51
468,1,9.77
12,2,38.84
100,1,50.98
0,3,292.42
434,2,54.97
256,1,79.96
468,1,9.77
468,1,24.75
468,1,61.44
468,1,9.99
462,2,102.55
468,1,14.96
94,2,77.36
468,1,30.32
468,1,36.31
468,1,7.98
468,1,39.35
467,1,29.58
468,1,11.97
90,2,156.35
13,4,254.02
468,1,8.77
468,1,15.3
468,1,24.99
468,1,19.77
217,3,162.17
468,1,24.98
468,1,69.85
288,3,216.29
468,1,18.99
468,1,20.74
200,1,28.95
468,1,20.75
193,1,38.27
265,2,27.97
468,1,28.73
468,1,11.77
468,1,29.93
468,1,70.03
278,2,40.97
67,2,67.92
240,2,63.03
25,4,156.16
34,3,129.66
11,9,3933.94
468,1,13.97
468,1,15.76
411,1,41.9
468,1,18.99
468,1,11.77
276,4,286.35
51,2,173.47
391,2,58.09
468,1,14.96
468,1,41.78
468,1,37.97
134,2,51.88
468,1,14.37
468,1,12.49
468,1,25.77
468,1,11.97
265,1,45.73
134,5,279.62
234,2,96.08
468,1,13.97
384,1,28.93
274,1,29.26
468,1,4.98
18,6,935.59
468,1,15.36
468,1,28.34
468,1,29.92
200,1,54.12
383,2,180.97
468,1,36.73
468,1,11.77
357,1,210.54
441,2,99.34
468,1,13.97
79,2,125.14
302,1,30.82
467,2,80.44
295,4,482.12
468,1,90.65
247,2,46.75
421,1,159.98
468,1,14.37
468,1,15.36
468,1,64.33
73,1,97.97
468,1,104.0
468,1,81.04
468,1,15.76
468,1,53.88
468,1,8.77
96,2,226.19
129,3,83.55
468,1,11.99
467,1,47.08
468,1,9.97
468,1,29.73
468,1,14.37
468,1,5.78
25,2,64.12
468,1,11.77
447,4,228.67
468,1,14.37
468,1,11.77
468,1,15.36
463,2,261.16
468,1,14.96
468,1,54.77
468,1,13.97
468,1,15.96
468,1,16.36
234,2,52.51
468,1,30.15
93,1,74.74
468,1,27.77
468,1,12.49
468,1,15.36
151,1,91.19
468,1,15.36
468,1,11.77
468,1,21.99
468,1,39.37
303,2,94.92
152,4,346.17
468,1,29.33
468,1,12.49
468,1,20.76
468,1,24.99
41,4,320.49
441,3,152.06
464,1,60.83
208,4,455.32
468,1,32.31
468,1,13.97
467,1,83.68
291,1,24.76
468,1,25.74
468,1,5.98
468,1,8.77
203,2,107.06
462,2,51.47
411,2,60.64
73,1,31.29
345,2,85.69
456,1,199.91
468,1,10.77
420,1,105.43
16,1,29.45
460,1,34.76
467,1,27.14
468,1,58.99
101,2,91.7
363,1,60.35
468,1,15.76
468,1,26.99
468,1,11.77
451,1,58.66
468,1,66.96
462,1,11.77
156,4,327.15
87,2,100.77
468,1,103.74
282,2,59.85
417,2,57.93
468,1,11.77
449,3,185.63
334,3,330.24
7,2,61.09
467,1,29.33
199,1,17.26
468,1,13.56
468,1,21.54
468,1,9.77
279,2,33.34
426,2,61.53
468,1,29.33
468,1,15.36
467,1,33.98
409,2,80.63
264,2,78.52
467,1,17.99
467,1,9.78
467,1,13.97
467,1,28.93
450,1,26.74
467,1,42.51
467,1,37.14
467,1,11.77
175,3,206.58
454,2,40.1
215,1,34.52
198,2,176.58
467,1,12.77
467,1,14.37
260,1,35.97
467,1,52.46
467,1,79.96
467,1,11.77
45,4,242.15
249,2,217.7
30,1,51.46
467,1,15.36
288,1,121.92
104,2,63.18
467,1,24.34
32,3,196.93
99,5,752.66
29,3,99.22
100,3,157.55
467,1,45.95
74,2,160.58
250,4,286.63
251,2,99.77
467,1,28.13
467,1,79.8
467,1,25.74
9,3,295.99
467,1,15.36
464,1,33.32
467,1,9.99
467,1,25.74
467,1,15.36
467,1,27.98
108,2,51.55
467,1,17.3
465,1,55.25
460,1,50.92
467,1,11.77
64,2,70.72
467,1,17.76
467,1,19.99
467,1,11.77
467,1,14.37
467,1,9.77
467,1,12.49
115,2,52.97
15,2,94.57
467,1,13.97
287,3,74.14
467,1,12.77
333,2,136.97
127,2,98.43
19,5,662.88
116,1,58.85
467,1,11.77
306,1,26.56
12,6,661.35
124,4,365.66
467,1,26.14
114,1,36.96
467,1,30.51
467,1,9.98
117,4,399.94
203,3,159.0
467,1,157.54
456,2,76.43
81,2,73.15
107,12,4490.64
467,1,42.1
467,1,12.7
467,1,37.47
109,3,286.34
343,2,46.87
467,1,13.97
316,1,21.32
105,2,151.64
71,3,150.57
362,2,67.54
467,1,17.36
397,2,76.5
467,1,27.94
467,1,9.77
467,1,9.77
467,1,11.77
132,2,111.04
22,2,206.36
467,1,15.36
7,3,89.65
467,1,11.77
467,1,22.99
60,4,174.27
467,1,37.98
467,1,11.77
41,2,44.23
13,4,320.18
467,1,25.74
69,2,222.23
467,1,56.06
467,1,11.77
467,1,25.6
467,1,13.97
95,3,229.69
112,4,710.32
204,4,231.02
467,1,27.99
467,1,12.97
467,1,13.97
22,4,781.61
369,1,26.73
467,1,15.96
467,1,13.97
229,2,78.69
467,1,15.36
396,2,51.65
467,1,9.77
454,2,101.94
467,1,11.77
194,2,170.95
321,2,89.43
251,2,88.8
57,4,282.84
467,1,15.36
467,1,12.49
467,1,19.95
222,3,151.0
467,1,14.99
440,1,28.74
467,1,18.99
222,2,36.94
141,3,153.16
467,1,10.77
436,2,69.08
467,1,11.77
461,1,49.08
419,2,68.5
438,2,103.19
5,14,2356.89
3,3,345.18
467,1,49.37
467,1,14.96
459,2,45.68
467,1,14.96
95,3,158.27
20,4,416.63
105,6,1018.92
109,3,114.68
467,1,18.99
467,1,47.05
448,1,79.8
463,2,51.56
467,1,19.96
467,1,8.77
467,1,24.74
467,1,46.94
467,1,38.71
467,1,45.35
467,1,19.96
49,4,244.13
467,1,4.79
465,1,27.94
49,2,128.09
467,1,14.96
467,1,29.37
467,1,22.97
71,4,188.73
467,1,70.84
467,1,4.99
356,2,76.69
467,1,37.35
467,1,33.72
467,1,69.97
54,2,118.92
103,2,77.94
467,1,14.99
281,3,208.98
464,1,15.57
467,1,20.99
376,3,288.97
467,1,22.99
464,1,29.33
467,1,13.99
56,3,155.89
58,3,129.56
68,4,785.44
225,1,43.71
102,2,79.93
467,1,14.99
467,1,14.37
467,1,22.7
467,1,32.73
467,1,21.54
467,1,14.96
467,1,5.78
459,2,37.51
466,1,26.13
21,1,70.4
163,2,92.68
434,1,30.36
467,1,25.37
170,2,69.68
236,2,94.45
160,2,117.69
467,1,13.77
467,1,12.49
467,1,11.97
463,1,75.45
450,1,28.93
232,1,103.92
129,2,163.52
147,3,82.76
176,2,43.25
467,1,14.79
467,1,11.77
126,4,205.29
419,1,41.69
24,4,231.68
467,1,20.99
467,1,13.97
454,1,24.76
467,1,38.95
130,1,83.15
466,1,11.77
212,2,32.84
61,4,379.6
55,5,416.09
11,1,28.48
467,1,20.99
467,1,10.99
467,1,21.97
466,1,69.84
467,1,14.96
29,4,275.39
65,4,338.26
467,1,29.73
466,1,23.54
466,1,22.77
22,8,1350.59
466,1,14.79
466,1,28.74
10,3,186.16
398,2,49.68
466,1,19.99
466,1,27.52
62,2,67.99
317,2,133.32
448,1,33.96
466,1,19.97
466,1,37.54
466,1,30.72
37,9,1068.73
466,1,14.96
257,2,89.5
466,1,48.22
466,1,12.76
142,2,74.25
61,2,125.6
366,2,116.98
393,2,41.33
194,2,107.38
281,2,119.78
299,2,375.6
16,3,170.14
379,2,65.02
466,1,50.27
465,1,18.36
3,2,112.24
466,1,29.73
79,2,63.84
466,1,38.97
466,1,204.29
53,2,82.21
461,2,40.5
466,1,15.36
466,1,13.97
275,2,66.73
127,3,210.71
460,1,45.94
236,2,79.55
466,1,14.37
448,2,60.78
87,12,2388.72
19,3,127.34
263,1,33.43
187,3,127.51
466,1,24.94
466,1,13.97
333,1,52.87
466,1,58.51
466,1,12.97
466,1,11.99
466,1,10.77
465,1,15.76
240,1,40.95
466,1,35.89
112,3,186.73
466,1,14.99
6,3,266.42
442,2,85.98
463,1,104.13
412,2,83.28
208,2,95.0
75,2,150.04
379,1,45.73
466,1,15.9
64,1,28.98
466,1,17.9
466,1,67.23
283,2,73.47
466,1,68.24
456,2,83.95
466,1,14.37
364,2,58.85
7,3,179.34
466,1,15.96
466,1,13.97
466,1,129.96
466,1,57.98
466,1,14.96
211,2,78.79
397,2,41.05
223,4,421.04
466,1,18.76
466,1,13.97
152,1,60.61
466,1,43.64
466,1,35.7
466,1,42.1
466,1,59.12
287,4,292.99
112,3,281.96
466,1,15.9
466,1,25.54
466,1,14.37
408,1,49.95
466,1,27.74
92,1,40.75
466,1,14.96
7,1,372.35
112,4,231.79
466,1,14.99
466,1,57.1
466,1,14.37
466,1,11.77
405,1,50.31
465,1,24.14
465,1,51.27
47,4,290.23
413,1,28.76
466,1,13.97
466,1,27.13
466,1,10.77
70,3,168.45
466,1,40.14
419,2,43.53
466,1,30.72
465,1,34.31
67,2,220.39
455,1,28.93
466,1,30.72
466,1,9.97
466,1,11.77
264,2,52.33
466,1,20.3
152,2,120.76
466,1,14.96
466,1,36.95
11,2,103.21
466,1,51.1
451,2,77.42
180,3,300.52
466,1,14.55
466,1,10.97
466,1,25.37
466,1,39.98
16,7,1437.64
466,1,33.72
466,1,19.77
466,1,16.36
23,3,316.97
466,1,9.97
218,1,34.48
466,1,13.97
66,2,282.26
466,1,41.11
26,4,176.64
466,1,24.74
462,1,21.54
466,1,14.96
466,1,98.78
466,1,11.77
466,1,27.73
466,1,13.97
466,1,19.99
453,1,23.12
466,1,15.3
173,4,461.71
466,1,11.77
466,1,29.99
134,2,57.59
466,1,14.37
466,1,11.77
0,2,286.38
466,1,29.92
466,1,31.31
126,4,208.56
466,1,45.68
332,1,29.32
466,1,14.37
465,1,9.98
47,2,73.52
263,2,124.55
466,1,19.99
93,6,529.15
466,1,46.89
339,2,95.98
466,1,17.9
379,2,71.23
108,2,70.38
466,1,98.49
466,1,29.93
466,1,19.99
466,1,19.99
16,2,119.2
466,1,14.96
466,1,47.28
60,4,388.61
427,1,59.45
390,2,76.63
464,1,84.56
17,2,80.25
466,1,14.96
465,1,10.77
466,1,20.31
99,2,93.37
466,1,13.77
465,1,12.49
406,2,72.63
12,6,676.08
247,3,155.32
465,1,28.74
96,3,135.88
26,4,182.97
465,1,17.9
242,2,96.25
144,3,176.06
465,1,22.37
429,2,43.23
76,2,123.59
465,1,14.79
465,1,12.77
461,1,27.13
465,1,72.84
42,6,665.47
61,5,445.23
9,4,230.03
465,1,43.7
372,2,150.68
465,1,26.14
19,4,283.16
465,1,29.77
465,1,6.79
465,1,13.97
465,1,10.77
25,2,83.04
74,5,482.72
463,1,9.98
465,1,14.96
465,1,23.54
65,3,164.08
465,1,15.36
450,1,27.13
465,1,97.84
465,1,91.48
115,6,1226.33
229,1,119.34
310,3,141.92
367,2,40.73
465,1,22.3
465,1,15.76
275,4,258.7
465,1,65.31
465,1,14.96
220,2,85.17
465,1,11.77
305,1,57.06
448,1,58.32
427,3,224.34
7,2,215.17
465,1,4.79
465,1,7.98
465,1,34.98
465,1,46.98
434,1,77.0
446,1,35.35
280,3,135.18
22,3,441.19
96,2,107.62
100,3,233.82
31,3,113.46
121,1,84.35
139,4,262.2
230,3,97.57
65,2,27.25
465,1,44.13
465,1,13.76
178,4,285.57
465,1,25.3
465,1,10.97
104,4,281.25
465,1,131.88
194,3,180.63
465,1,13.97
180,4,286.83
83,1,25.76
465,1,14.37
203,3,277.2
465,1,57.49
465,1,22.77
465,1,11.77
465,1,33.72
465,1,12.97
465,1,14.37
465,1,11.77
193,2,54.95
128,1,30.85
90,2,116.39
465,1,43.11
142,2,102.42
465,1,27.99
175,4,472.21
465,1,13.97
465,1,15.36
189,2,155.27
443,2,67.29
465,1,33.54
437,1,31.76
20,5,384.06
58,3,275.93
465,1,42.49
451,2,83.82
164,2,260.4
23,8,1017.42
9,6,924.53
62,4,337.24
115,2,89.16
465,1,7.98
465,1,22.74
465,1,181.61
465,1,15.76
465,1,36.76
465,1,59.46
465,1,13.97
465,1,35.13
25,2,99.83
465,1,43.7
44,3,149.55
367,1,59.45
363,2,91.34
465,1,37.67
465,1,14.37
465,1,49.37
433,1,23.54
86,2,68.68
195,2,158.19
465,1,11.97
465,1,35.31
229,2,51.24
102,3,79.18
106,2,75.97
465,1,46.02
110,2,37.75
292,2,181.45
276,2,177.11
400,1,30.66
465,1,15.36
416,3,265.72
465,1,27.13
465,1,39.98
465,1,11.77
17,2,88.4
465,1,27.77
465,1,71.1
26,4,787.19
105,2,57.81
25,3,184.24
367,1,31.32
465,1,16.36
465,1,25.74
465,1,27.77
465,1,15.36
8,5,483.03
465,1,121.37
465,1,13.97
16,3,148.27
465,1,14.37
465,1,11.77
465,1,13.97
465,1,47.74
465,1,14.96
465,1,84.08
465,1,15.0
388,2,46.08
465,1,14.37
0,6,1358.15
465,1,11.77
465,1,25.77
465,1,14.79
121,2,124.21
465,1,11.77
465,1,11.77
465,1,26.74
465,1,48.0
13,8,595.63
10,5,663.48
204,2,232.58
177,3,111.67
417,1,136.5
29,2,65.62
465,1,11.77
465,1,11.77
465,1,42.73
65,2,141.11
339,2,33.99
465,1,19.99
298,1,38.54
465,1,62.66
465,1,9.77
336,2,61.25
358,3,150.53
54,6,794.69
301,1,30.72
465,1,11.77
465,1,23.54
465,1,51.68
449,2,117.07
135,2,101.93
465,1,51.97
465,1,42.71
213,3,101.21
465,1,56.67
465,1,12.9
465,1,14.99
21,4,200.13
157,1,57.98
24,4,243.72
465,1,55.69
465,1,75.35
394,2,26.53
4,5,632.71
423,2,55.8
423,2,40.25
465,1,13.97
409,2,99.76
465,1,56.69
351,1,39.95
20,4,259.47
445,1,36.72
465,1,13.97
465,1,38.95
37,1,136.76
465,1,28.99
372,1,29.97
464,1,34.77
461,2,36.5
464,1,38.9
464,1,9.98
42,4,236.06
464,1,29.77
255,1,74.57
95,3,142.23
34,3,408.71
464,1,43.89
84,1,41.95
450,1,23.94
464,1,14.96
464,1,12.97
79,2,183.68
464,1,49.88
464,1,51.21
427,2,147.26
15,5,562.67
464,1,21.76
464,1,11.77
364,1,87.22
259,2,48.8
209,2,92.28
464,1,104.09
464,1,78.81
464,1,10.99
211,3,111.76
463,1,34.91
464,1,6.79
95,2,72.3
464,1,34.98
464,1,12.77
464,2,55.71
445,2,465.04
38,2,124.79
464,1,11.77
464,1,11.77
464,1,13.97
236,3,116.23
125,2,231.4
464,1,70.07
149,2,220.38
109,7,911.23
464,1,29.53
464,1,14.37
464,1,23.74
430,2,87.18
464,1,29.92
0,5,562.54
235,1,17.77
464,1,29.73
199,2,35.03
464,1,45.28
464,1,29.92
98,3,415.23
464,1,145.42
464,1,9.99
464,1,14.96
464,1,12.97
464,1,28.93
464,1,4.79
83,3,494.61
127,4,164.21
69,5,534.73
464,1,9.77
2,3,230.97
464,1,26.77
462,2,70.88
19,3,168.43
464,1,30.15
464,1,24.54
366,2,49.1
65,3,342.57
45,6,879.65
96,3,192.17
464,1,16.3
464,1,42.7
464,1,28.76
464,1,10.77
464,1,44.73
464,1,27.77
464,1,10.77
368,2,160.43
123,2,243.83
464,1,11.77
464,1,38.5
34,2,59.24
88,3,153.72
100,3,101.63
464,1,41.7
309,2,74.02
464,1,74.68
188,1,62.44
464,1,18.74
464,1,13.77
464,1,28.47
63,3,158.55
464,1,9.97
13,3,284.69
464,1,11.77
464,1,14.96
464,1,35.53
464,1,11.77
464,1,28.53
464,1,10.77
464,1,11.77
114,2,77.49
464,1,16.36
459,2,43.51
18,2,51.72
464,1,24.99
464,1,113.77
464,1,44.97
464,1,4.79
464,1,51.37
464,1,26.76
464,1,11.77
464,1,7.78
303,4,169.73
272,2,65.2
186,2,60.41
463,1,37.54
120,4,544.86
464,1,8.77
464,1,13.97
464,1,31.87
358,2,39.71
464,1,14.37
464,1,9.97
464,1,21.97
377,2,108.02
307,2,201.19
464,1,110.51
464,1,14.37
464,1,20.54
38,1,29.28
464,1,12.77
464,1,13.97
464,1,56.67
356,2,63.76
419,1,77.49
74,2,60.23
208,2,74.22
462,2,75.68
464,1,17.54
232,2,302.4
371,4,287.64
109,2,94.17
464,1,17.96
464,1,19.77
464,1,37.98
206,2,93.95
199,2,158.99
31,3,95.69
449,2,81.16
421,1,26.73
388,2,113.33
81,2,117.3
464,1,101.69
464,1,38.9
464,1,5.96
463,1,60.07
60,3,305.57
15,3,422.75
73,4,257.9
110,3,160.14
464,1,14.37
292,2,66.67
464,1,13.97
222,3,226.63
464,1,15.36
210,2,63.89
415,2,149.87
464,1,31.66
464,1,5.98
176,4,327.06
464,1,15.36
464,1,8.97
289,2,56.78
464,1,11.77
34,4,163.66
464,2,120.51
11,5,774.41
451,1,26.73
464,1,41.31
96,3,120.22
464,1,11.77
464,1,14.96
221,1,56.91
464,1,13.97
464,1,9.99
464,1,50.93
464,1,14.37
113,3,447.59
279,5,335.84
119,1,51.52
33,7,896.44
27,6,344.76
126,3,259.24
34,2,138.2
464,1,14.99
464,1,96.7
464,1,57.47
464,1,14.96
445,3,112.33
463,1,90.17
464,1,18.76
211,2,39.72
66,2,132.31
353,1,56.46
69,2,166.11
464,1,14.37
198,3,134.9
464,1,7.78
464,1,13.97
464,1,46.69
464,1,55.59
464,1,11.77
100,4,426.99
448,2,61.44
464,1,26.73
464,1,13.97
360,2,40.11
464,1,19.99
464,1,27.94
464,1,29.92
464,1,11.77
25,4,378.73
464,1,11.77
464,1,19.99
464,1,12.77
160,4,257.02
381,2,66.75
16,3,130.86
60,4,162.57
423,2,54.32
132,3,359.6
464,1,14.79
464,1,35.31
463,1,31.92
464,1,42.63
464,1,14.96
328,2,71.74
25,2,132.42
463,1,21.54
463,1,15.99
3,6,919.24
20,2,91.81
463,1,27.13
158,2,58.64
204,2,58.48
364,2,35.31
202,1,26.26
274,3,116.15
213,2,68.4
463,1,14.79
463,1,45.81
463,1,12.49
108,3,142.91
463,1,26.14
7,2,48.34
446,1,80.4
463,1,14.96
463,1,12.49
233,3,154.04
310,3,326.65
315,3,148.26
319,2,74.31
362,4,253.45
19,4,371.29
463,1,49.65
0,4,493.48
463,1,52.1
201,2,51.94
65,2,198.25
463,1,14.37
431,1,28.73
463,1,37.95
463,1,13.97
463,1,45.29
429,3,355.68
463,1,13.38
232,2,58.73
4,4,381.99
213,2,82.35
196,2,146.39
463,1,20.99
463,1,19.94
463,1,21.76
160,1,38.61
463,1,58.76
463,1,14.37
463,1,27.94
290,1,56.72
389,5,281.51
278,2,81.47
452,1,82.89
463,1,17.76
89,3,116.84
456,1,35.31
397,7,675.74
463,1,11.77
463,1,27.28
368,2,50.07
105,2,168.12
297,1,73.81
97,3,253.13
36,3,153.88
458,1,29.92
463,1,99.96
259,2,40.95
463,1,14.96
105,6,657.78
124,3,108.95
463,1,4.79
463,1,19.99
463,1,10.77
128,4,307.78
463,1,20.78
